tenant_id,company_id,date,employee_id,is_work_day,is_flexy_hour,schedule_time_in,time_in,time_in_deviation,schedule_time_out,time_out,time_out_deviation,schedule_duration,duration,duration_deviation,attendance_codes,leave_code,leave_weight,overtime,created_by,created_at
1234567890,1234567890,2017-08-04,16080001,TRUE,FALSE,2017-08-04 8:00:00,2017-08-04 8:00:00,0:00:00,2017-08-04 17:00:00,2017-08-04 17:00:00,0:00:00,9:00:00,9:00:00,0:00:00,(ONT),,,,0,2018-01-01
1234567890,1234567890,2017-08-05,16080001,FALSE,FALSE,,,,,,,,,,,DO,,,0,2018-01-01
1234567890,1234567890,2017-08-06,16080001,FALSE,FALSE,,,,,,,,,,,DO,,,0,2018-01-01
1234567890,1234567890,2017-08-07,16080001,TRUE,FALSE,2017-08-07 8:00:00,2017-08-07 8:00:00,0:00:00,2017-08-07 17:00:00,2017-08-07 17:00:00,0:00:00,9:00:00,9:00:00,0:00:00,(ONT),,,,0,2018-01-01
1234567890,1234567890,2017-08-08,16080001,TRUE,FALSE,2017-08-08 8:00:00,2017-08-08 8:40:00,-0:40:00,2017-08-08 17:00:00,,,9:00:00,,,(LAT)(NTO),,,,0,2018-01-01
1234567890,1234567890,2017-08-09,16080001,TRUE,FALSE,2017-08-09 8:00:00,2017-08-09 10:53:00,-2:53:00,2017-08-09 17:00:00,2017-08-09 19:04:00,0:00:00,9:00:00,8:11:00,-2:53:00,(LAT),,,,0,2018-01-01
1234567890,1234567890,2017-08-10,16080001,TRUE,FALSE,2017-08-10 8:00:00,2017-08-10 9:21:00,-1:21:00,2017-08-10 17:00:00,2017-08-10 14:35:00,-2:25:00,9:00:00,5:14:00,-3:46:00,(LAT)(EAO),,,,0,2018-01-01
1234567890,1234567890,2017-08-11,16080001,TRUE,FALSE,2017-08-11 8:00:00,,,2017-08-11 17:00:00,2017-08-11 18:36:00,0:00:00,9:00:00,,,(NTI),,,,0,2018-01-01
1234567890,1234567890,2017-08-12,16080001,FALSE,FALSE,,,,,,,,,,,DO,,,0,2018-01-01
1234567890,1234567890,2017-08-13,16080001,FALSE,FALSE,,,,,,,,,,,DO,,,0,2018-01-01
1234567890,1234567890,2017-08-14,16080001,TRUE,FALSE,2017-08-14 8:00:00,2017-08-14 9:03:00,-1:03:00,2017-08-14 17:00:00,2017-08-14 16:52:00,-0:08:00,9:00:00,7:49:00,-1:11:00,(LAT)(EAO),,,,0,2018-01-01
1234567890,1234567890,2017-08-15,16080001,TRUE,FALSE,2017-08-15 8:00:00,,,2017-08-15 17:00:00,2017-08-15 19:05:00,0:00:00,9:00:00,,,(NTI),,,,0,2018-01-01
1234567890,1234567890,2017-08-16,16080001,TRUE,FALSE,2017-08-16 8:00:00,2017-08-16 10:55:00,-2:55:00,2017-08-16 17:00:00,2017-08-16 14:00:00,-3:00:00,9:00:00,3:05:00,-5:55:00,(LAT)(EAO),,,,0,2018-01-01
1234567890,1234567890,2017-08-17,16080001,FALSE,FALSE,,,,,,,,,,,PH,,,0,2018-01-01
1234567890,1234567890,2017-08-18,16080001,TRUE,FALSE,2017-08-18 8:00:00,2017-08-18 7:09:00,0:00:00,2017-08-18 17:00:00,2017-08-18 14:14:00,-2:46:00,9:00:00,7:05:00,-2:46:00,(EAO),,,,0,2018-01-01
1234567890,1234567890,2017-08-19,16080001,FALSE,FALSE,,,,,,,,,,,DO,,,0,2018-01-01
1234567890,1234567890,2017-08-20,16080001,FALSE,FALSE,,,,,,,,,,,DO,,,0,2018-01-01
1234567890,1234567890,2017-08-21,16080001,TRUE,FALSE,2017-08-21 8:00:00,2017-08-21 10:43:00,-2:43:00,2017-08-21 17:00:00,2017-08-21 14:06:00,-2:54:00,9:00:00,3:23:00,-5:37:00,(LAT)(EAO),,,,0,2018-01-01
1234567890,1234567890,2017-08-22,16080001,TRUE,FALSE,2017-08-22 8:00:00,2017-08-22 8:22:00,-0:22:00,2017-08-22 17:00:00,2017-08-22 11:36:00,-5:23:00,9:00:00,3:14:00,-5:45:00,(LAT)(EAO),,,,0,2018-01-01
1234567890,1234567890,2017-08-23,16080001,TRUE,FALSE,2017-08-23 8:00:00,2017-08-23 7:21:00,0:00:00,2017-08-23 17:00:00,2017-08-23 11:24:00,-5:35:00,9:00:00,4:03:00,-5:35:00,(EAO),,,,0,2018-01-01
1234567890,1234567890,2017-08-24,16080001,TRUE,FALSE,2017-08-24 7:00:00,2017-08-24 8:18:00,-1:18:00,2017-08-24 16:00:00,2017-08-24 13:42:00,-2:17:00,9:00:00,5:24:00,-3:36:00,(LAT)(EAO),,,,0,2018-01-01
1234567890,1234567890,2017-08-25,16080001,TRUE,FALSE,2017-08-25 7:00:00,2017-08-25 19:31:00,-12:31:00,2017-08-25 16:00:00,,,9:00:00,,,(LAT)(NTO),,,,0,2018-01-01
1234567890,1234567890,2017-08-26,16080001,FALSE,FALSE,,,,,,,,,,,DO,,,0,2018-01-01
1234567890,1234567890,2017-08-27,16080001,FALSE,FALSE,,,,,,,,,,,DO,,,0,2018-01-01
1234567890,1234567890,2017-08-28,16080001,TRUE,FALSE,2017-08-28 8:00:00,2017-08-28 8:00:00,0:00:00,2017-08-28 17:00:00,2017-08-28 17:00:00,0:00:00,9:00:00,9:00:00,0:00:00,(ONT),,,,0,2018-01-01
1234567890,1234567890,2017-08-29,16080001,TRUE,FALSE,2017-08-29 7:00:00,2017-08-29 8:26:00,-1:26:00,2017-08-29 16:00:00,2017-08-29 19:44:00,0:00:00,9:00:00,11:18:00,-1:26:00,(LAT),,,,0,2018-01-01
1234567890,1234567890,2017-08-30,16080001,TRUE,FALSE,2017-08-30 7:00:00,2017-08-30 9:14:00,-2:14:00,2017-08-30 16:00:00,2017-08-30 15:25:00,-0:34:00,9:00:00,6:11:00,-2:48:00,(LAT)(EAO),,,,0,2018-01-01
1234567890,1234567890,2017-08-31,16080001,TRUE,FALSE,2017-08-31 7:00:00,2017-08-31 8:00:00,-1:00:00,2017-08-31 16:00:00,2017-08-31 17:00:00,0:00:00,9:00:00,9:00:00,-1:00:00,(LAT),,,,0,2018-01-01
1234567890,1234567890,2017-09-01,16080001,FALSE,FALSE,,,,,,,,,,,PH,,,0,2018-01-01
1234567890,1234567890,2017-09-02,16080001,FALSE,FALSE,,,,,,,,,,,DO,,,0,2018-01-01
1234567890,1234567890,2017-09-03,16080001,FALSE,FALSE,,,,,,,,,,,DO,,,0,2018-01-01
1234567890,1234567890,2017-09-04,16080001,TRUE,FALSE,2017-09-04 7:00:00,2017-09-04 10:24:00,-3:24:00,2017-09-04 16:00:00,2017-09-04 10:54:00,-5:05:00,9:00:00,0:30:00,-8:30:00,(LAT)(EAO),,,,0,2018-01-01
1234567890,1234567890,2017-09-05,16080001,TRUE,FALSE,2017-09-05 7:00:00,2017-09-05 10:56:00,-3:56:00,2017-09-05 16:00:00,,,9:00:00,,,(LAT)(NTO),,,,0,2018-01-01
1234567890,1234567890,2017-09-06,16080001,TRUE,FALSE,2017-09-06 7:00:00,2017-09-06 9:42:00,-2:42:00,2017-09-06 16:00:00,2017-09-06 14:45:00,-1:14:00,9:00:00,5:03:00,-3:56:00,(LAT)(EAO),,,,0,2018-01-01
1234567890,1234567890,2017-09-07,16080001,TRUE,FALSE,2017-09-07 8:00:00,2017-09-07 8:09:00,-0:09:00,2017-09-07 17:00:00,2017-09-07 14:31:00,-2:28:00,9:00:00,6:22:00,-2:38:00,(LAT)(EAO),,,,0,2018-01-01
1234567890,1234567890,2017-09-08,16080001,TRUE,FALSE,2017-09-08 8:00:00,2017-09-08 13:40:00,-5:40:00,2017-09-08 17:00:00,2017-09-08 14:56:00,-2:03:00,9:00:00,1:16:00,-7:44:00,(LAT)(EAO),,,,0,2018-01-01
1234567890,1234567890,2017-09-09,16080001,FALSE,FALSE,,,,,,,,,,,DO,,,0,2018-01-01
1234567890,1234567890,2017-09-10,16080001,FALSE,FALSE,,,,,,,,,,,DO,,,0,2018-01-01
1234567890,1234567890,2017-09-11,16080001,TRUE,FALSE,2017-09-11 8:00:00,2017-09-11 15:42:00,-7:42:00,2017-09-11 17:00:00,2017-09-11 16:39:00,-0:20:00,9:00:00,0:57:00,-8:03:00,(LAT)(EAO),,,,0,2018-01-01
1234567890,1234567890,2017-09-12,16080001,TRUE,FALSE,2017-09-12 8:00:00,2017-09-12 9:19:00,-1:19:00,2017-09-12 17:00:00,2017-09-12 10:58:00,-6:01:00,9:00:00,1:39:00,-7:20:00,(LAT)(EAO),,,,0,2018-01-01
1234567890,1234567890,2017-09-13,16080001,TRUE,FALSE,2017-09-13 8:00:00,2017-09-13 14:49:00,-6:49:00,2017-09-13 17:00:00,2017-09-13 16:11:00,-0:48:00,9:00:00,1:22:00,-7:37:00,(LAT)(EAO),,,,0,2018-01-01
1234567890,1234567890,2017-09-14,16080001,TRUE,FALSE,2017-09-14 8:00:00,2017-09-14 10:12:00,-2:12:00,2017-09-14 17:00:00,2017-09-14 17:24:00,0:00:00,9:00:00,7:12:00,-2:12:00,(LAT),,,,0,2018-01-01
1234567890,1234567890,2017-09-15,16080001,TRUE,FALSE,2017-09-15 8:00:00,2017-09-15 10:03:00,-2:03:00,2017-09-15 17:00:00,2017-09-15 10:26:00,-6:33:00,9:00:00,0:23:00,-8:37:00,(LAT)(EAO),,,,0,2018-01-01
1234567890,1234567890,2017-09-16,16080001,FALSE,FALSE,,,,,,,,,,,DO,,,0,2018-01-01
1234567890,1234567890,2017-09-17,16080001,FALSE,FALSE,,,,,,,,,,,DO,,,0,2018-01-01
1234567890,1234567890,2017-09-18,16080001,TRUE,FALSE,2017-09-18 8:00:00,2017-09-18 7:41:00,0:00:00,2017-09-18 17:00:00,2017-09-18 16:45:00,-0:14:00,9:00:00,9:04:00,-0:14:00,(EAO),,,,0,2018-01-01
1234567890,1234567890,2017-09-19,16080001,TRUE,FALSE,2017-09-19 8:00:00,2017-09-19 10:15:00,-2:15:00,2017-09-19 17:00:00,2017-09-19 16:30:00,-0:29:00,9:00:00,6:15:00,-2:44:00,(LAT)(EAO),,,,0,2018-01-01
1234567890,1234567890,2017-09-20,16080001,TRUE,FALSE,2017-09-20 8:00:00,2017-09-20 15:39:00,-7:39:00,2017-09-20 17:00:00,2017-09-20 16:37:00,-0:22:00,9:00:00,0:58:00,-8:02:00,(LAT)(EAO),,,,0,2018-01-01
1234567890,1234567890,2017-09-21,16080001,FALSE,FALSE,,,,,,,,,,,PH,,,0,2018-01-01
1234567890,1234567890,2017-09-22,16080001,TRUE,FALSE,2017-09-22 8:00:00,2017-09-22 9:38:00,-1:38:00,2017-09-22 17:00:00,2017-09-22 17:34:00,0:00:00,9:00:00,7:56:00,-1:38:00,(LAT),,,,0,2018-01-01
1234567890,1234567890,2017-09-23,16080001,FALSE,FALSE,,,,,,,,,,,DO,,,0,2018-01-01
1234567890,1234567890,2017-09-24,16080001,FALSE,FALSE,,,,,,,,,,,DO,,,0,2018-01-01
1234567890,1234567890,2017-09-25,16080001,TRUE,FALSE,2017-09-25 8:00:00,2017-09-25 10:01:00,-2:01:00,2017-09-25 17:00:00,2017-09-25 15:19:00,-1:40:00,9:00:00,5:18:00,-3:41:00,(LAT)(EAO),,,,0,2018-01-01
1234567890,1234567890,2017-09-26,16080001,TRUE,FALSE,2017-09-26 8:00:00,2017-09-26 14:56:00,-6:56:00,2017-09-26 17:00:00,2017-09-26 15:23:00,-1:36:00,9:00:00,0:27:00,-8:33:00,(LAT)(EAO),,,,0,2018-01-01
1234567890,1234567890,2017-09-27,16080001,TRUE,FALSE,2017-09-27 8:00:00,2017-09-27 14:39:00,-6:39:00,2017-09-27 17:00:00,,,9:00:00,,,(LAT)(NTO),,,,0,2018-01-01
1234567890,1234567890,2017-09-28,16080001,TRUE,FALSE,2017-09-28 8:00:00,2017-09-28 8:00:00,0:00:00,2017-09-28 17:00:00,2017-09-28 17:00:00,0:00:00,9:00:00,9:00:00,0:00:00,(ONT),,,,0,2018-01-01
1234567890,1234567890,2017-09-29,16080001,TRUE,FALSE,2017-09-29 8:00:00,2017-09-29 7:28:00,0:00:00,2017-09-29 17:00:00,2017-09-29 12:13:00,-4:46:00,9:00:00,4:45:00,-4:46:00,(EAO),,,,0,2018-01-01
1234567890,1234567890,2017-09-30,16080001,FALSE,FALSE,,,,,,,,,,,DO,,,0,2018-01-01
1234567890,1234567890,2017-10-01,16080001,FALSE,FALSE,,,,,,,,,,,DO,,,0,2018-01-01
1234567890,1234567890,2017-10-02,16080001,FALSE,FALSE,,,,,,,,,,,DO,,,0,2018-01-01
1234567890,1234567890,2017-10-03,16080001,TRUE,FALSE,2017-10-03 8:00:00,2017-10-03 14:22:00,-6:22:00,2017-10-03 17:00:00,2017-10-03 16:56:00,-0:03:00,9:00:00,2:34:00,-6:26:00,(LAT)(EAO),,,,0,2018-01-01
1234567890,1234567890,2017-10-04,16080001,TRUE,FALSE,2017-10-04 8:00:00,2017-10-04 11:01:00,-3:01:00,2017-10-04 17:00:00,2017-10-04 17:28:00,0:00:00,9:00:00,6:27:00,-3:01:00,(LAT),,,,0,2018-01-01
1234567890,1234567890,2017-10-05,16080001,TRUE,FALSE,2017-10-05 8:00:00,2017-10-05 8:49:00,-0:49:00,2017-10-05 17:00:00,2017-10-05 16:27:00,-0:32:00,9:00:00,7:38:00,-1:22:00,(LAT)(EAO),,,,0,2018-01-01
1234567890,1234567890,2017-10-06,16080001,TRUE,FALSE,2017-10-06 8:00:00,2017-10-06 7:56:00,0:00:00,2017-10-06 17:00:00,2017-10-06 9:56:00,-7:03:00,9:00:00,2:00:00,-7:03:00,(EAO),,,,0,2018-01-01
1234567890,1234567890,2017-10-07,16080001,FALSE,FALSE,,,,,,,,,,,DO,,,0,2018-01-01
1234567890,1234567890,2017-10-08,16080001,FALSE,FALSE,,,,,,,,,,,DO,,,0,2018-01-01
1234567890,1234567890,2017-10-09,16080001,TRUE,FALSE,2017-10-09 8:00:00,2017-10-09 9:56:00,-1:56:00,2017-10-09 17:00:00,2017-10-09 16:46:00,-0:13:00,9:00:00,6:50:00,-2:10:00,(LAT)(EAO),,,,0,2018-01-01
1234567890,1234567890,2017-10-10,16080001,TRUE,FALSE,2017-10-10 8:00:00,2017-10-10 8:00:00,0:00:00,2017-10-10 17:00:00,2017-10-10 17:00:00,0:00:00,9:00:00,9:00:00,0:00:00,(ONT),,,,0,2018-01-01
1234567890,1234567890,2017-10-11,16080001,TRUE,FALSE,2017-10-11 8:00:00,2017-10-11 11:41:00,-3:41:00,2017-10-11 17:00:00,2017-10-11 16:25:00,-0:34:00,9:00:00,4:44:00,-4:16:00,(LAT)(EAO),,,,0,2018-01-01
1234567890,1234567890,2017-10-12,16080001,TRUE,FALSE,2017-10-12 8:00:00,2017-10-12 12:41:00,-4:41:00,2017-10-12 17:00:00,2017-10-12 15:58:00,-1:01:00,9:00:00,3:17:00,-5:43:00,(LAT)(EAO),,,,0,2018-01-01
1234567890,1234567890,2017-10-13,16080001,TRUE,FALSE,2017-10-13 8:00:00,2017-10-13 7:22:00,0:00:00,2017-10-13 17:00:00,2017-10-13 15:35:00,-1:24:00,9:00:00,8:13:00,-1:24:00,(EAO),,,,0,2018-01-01
1234567890,1234567890,2017-10-14,16080001,FALSE,FALSE,,,,,,,,,,,DO,,,0,2018-01-01
1234567890,1234567890,2017-10-15,16080001,FALSE,FALSE,,,,,,,,,,,DO,,,0,2018-01-01
1234567890,1234567890,2017-10-16,16080001,TRUE,FALSE,2017-10-16 8:00:00,2017-10-16 14:01:00,-6:01:00,2017-10-16 17:00:00,2017-10-16 16:17:00,-0:42:00,9:00:00,2:16:00,-6:44:00,(LAT)(EAO),,,,0,2018-01-01
1234567890,1234567890,2017-10-17,16080001,TRUE,FALSE,2017-10-17 8:00:00,2017-10-17 11:04:00,-3:04:00,2017-10-17 17:00:00,2017-10-17 19:28:00,0:00:00,9:00:00,8:24:00,-3:04:00,(LAT),,,,0,2018-01-01
1234567890,1234567890,2017-10-18,16080001,TRUE,FALSE,2017-10-18 8:00:00,2017-10-18 13:54:00,-5:54:00,2017-10-18 17:00:00,2017-10-18 16:10:00,-0:49:00,9:00:00,2:16:00,-6:43:00,(LAT)(EAO),,,,0,2018-01-01
1234567890,1234567890,2017-10-19,16080001,TRUE,FALSE,2017-10-19 8:00:00,2017-10-19 14:18:00,-6:18:00,2017-10-19 17:00:00,2017-10-19 16:08:00,-0:51:00,9:00:00,1:50:00,-7:10:00,(LAT)(EAO),,,,0,2018-01-01
1234567890,1234567890,2017-10-20,16080001,TRUE,FALSE,2017-10-20 8:00:00,,,2017-10-20 17:00:00,,,9:00:00,,,,AL,,,0,2018-01-01
1234567890,1234567890,2017-10-21,16080001,FALSE,FALSE,,,,,,,,,,,DO,,,0,2018-01-01
1234567890,1234567890,2017-10-22,16080001,FALSE,FALSE,,,,,,,,,,,DO,,,0,2018-01-01
1234567890,1234567890,2017-10-23,16080001,TRUE,FALSE,2017-10-23 8:00:00,2017-10-23 7:37:00,0:00:00,2017-10-23 17:00:00,2017-10-23 17:58:00,0:00:00,9:00:00,10:21:00,0:00:00,(ONT),,,,0,2018-01-01
1234567890,1234567890,2017-10-24,16080001,TRUE,FALSE,2017-10-24 8:00:00,2017-10-24 12:00:00,-4:00:00,2017-10-24 17:00:00,2017-10-24 16:05:00,-0:54:00,9:00:00,4:05:00,-4:54:00,(LAT)(EAO),,,,0,2018-01-01
1234567890,1234567890,2017-10-25,16080001,TRUE,FALSE,2017-10-25 8:00:00,2017-10-25 9:04:00,-1:04:00,2017-10-25 17:00:00,2017-10-25 15:32:00,-1:27:00,9:00:00,6:28:00,-2:31:00,(LAT)(EAO),,,,0,2018-01-01
1234567890,1234567890,2017-10-26,16080001,TRUE,FALSE,2017-10-26 8:00:00,2017-10-26 11:37:00,-3:37:00,2017-10-26 17:00:00,2017-10-26 19:47:00,0:00:00,9:00:00,8:10:00,-3:37:00,(LAT),,,,0,2018-01-01
1234567890,1234567890,2017-10-27,16080001,TRUE,FALSE,2017-10-27 8:00:00,2017-10-27 17:35:00,-9:35:00,2017-10-27 17:00:00,2017-10-27 17:47:00,0:00:00,9:00:00,0:12:00,-9:35:00,(LAT),,,,0,2018-01-01
1234567890,1234567890,2017-10-28,16080001,FALSE,FALSE,,,,,,,,,,,DO,,,0,2018-01-01
1234567890,1234567890,2017-10-29,16080001,FALSE,FALSE,,,,,,,,,,,DO,,,0,2018-01-01
1234567890,1234567890,2017-10-30,16080001,TRUE,FALSE,2017-10-30 8:00:00,2017-10-30 8:54:00,-0:54:00,2017-10-30 17:00:00,2017-10-30 16:47:00,-0:12:00,9:00:00,7:53:00,-1:06:00,(LAT)(EAO),,,,0,2018-01-01
1234567890,1234567890,2017-10-31,16080001,TRUE,FALSE,2017-10-31 8:00:00,,,2017-10-31 17:00:00,,,9:00:00,,,,ABS,,,0,2018-01-01
1234567890,1234567890,2017-11-01,16080001,TRUE,FALSE,2017-11-01 8:00:00,,,2017-11-01 17:00:00,,,9:00:00,,,,ABS,,,0,2018-01-01
1234567890,1234567890,2017-11-02,16080001,TRUE,FALSE,2017-11-02 8:00:00,,,2017-11-02 17:00:00,,,9:00:00,,,,ABS,,,0,2018-01-01
1234567890,1234567890,2017-11-03,16080001,TRUE,FALSE,2017-11-03 8:00:00,,,2017-11-03 17:00:00,,,9:00:00,,,,ABS,,,0,2018-01-01
1234567890,1234567890,2017-11-04,16080001,FALSE,FALSE,,,,,,,,,,,DO,,,0,2018-01-01
1234567890,1234567890,2017-11-05,16080001,FALSE,FALSE,,,,,,,,,,,DO,,,0,2018-01-01
1234567890,1234567890,2017-11-06,16080001,TRUE,FALSE,2017-11-06 8:00:00,2017-11-06 9:43:00,-1:43:00,2017-11-06 17:00:00,2017-11-06 18:24:00,0:00:00,9:00:00,8:41:00,-1:43:00,(LAT),,,,0,2018-01-01
1234567890,1234567890,2017-11-07,16080001,TRUE,FALSE,2017-11-07 8:00:00,2017-11-07 9:04:00,-1:04:00,2017-11-07 17:00:00,2017-11-07 14:02:00,-2:57:00,9:00:00,4:58:00,-4:02:00,(LAT)(EAO),,,,0,2018-01-01
1234567890,1234567890,2017-11-08,16080001,TRUE,FALSE,2017-11-08 8:00:00,2017-11-08 11:44:00,-3:44:00,2017-11-08 17:00:00,2017-11-08 16:30:00,-0:29:00,9:00:00,4:46:00,-4:13:00,(LAT),,,,0,2018-01-01
1234567890,1234567890,2017-11-09,16080001,TRUE,FALSE,2017-11-09 8:00:00,2017-11-09 7:31:00,0:00:00,2017-11-09 17:00:00,,,9:00:00,,,(NTO),,,,0,2018-01-01
1234567890,1234567890,2017-11-10,16080001,TRUE,FALSE,2017-11-10 8:00:00,2017-11-10 13:52:00,-5:52:00,2017-11-10 17:00:00,2017-11-10 16:04:00,-0:55:00,9:00:00,2:12:00,-6:48:00,(LAT),,,,0,2018-01-01
1234567890,1234567890,2017-11-11,16080001,FALSE,FALSE,,,,,,,,,,,DO,,,0,2018-01-01
1234567890,1234567890,2017-11-12,16080001,FALSE,FALSE,,,,,,,,,,,DO,,,0,2018-01-01
1234567890,1234567890,2017-11-13,16080001,TRUE,FALSE,2017-11-13 8:00:00,2017-11-13 10:31:00,-2:31:00,2017-11-13 17:00:00,2017-11-13 15:40:00,-1:19:00,9:00:00,5:09:00,-3:50:00,(LAT),,,,0,2018-01-01
1234567890,1234567890,2017-11-14,16080001,TRUE,FALSE,2017-11-14 8:00:00,2017-11-14 9:00:00,-1:00:00,2017-11-14 17:00:00,2017-11-14 18:38:00,0:00:00,9:00:00,9:38:00,-1:00:00,(LAT),,,,0,2018-01-01
1234567890,1234567890,2017-11-15,16080001,TRUE,FALSE,2017-11-15 8:00:00,2017-11-15 13:39:00,-5:39:00,2017-11-15 17:00:00,2017-11-15 14:57:00,-2:02:00,9:00:00,1:18:00,-7:41:00,(LAT),,,,0,2018-01-01
1234567890,1234567890,2017-11-16,16080001,TRUE,FALSE,2017-11-16 8:00:00,2017-11-16 8:31:00,-0:31:00,2017-11-16 17:00:00,2017-11-16 14:48:00,-2:11:00,9:00:00,6:17:00,-2:42:00,(LAT),,,,0,2018-01-01
1234567890,1234567890,2017-11-17,16080001,TRUE,FALSE,2017-11-17 8:00:00,2017-11-17 8:29:00,-0:29:00,2017-11-17 17:00:00,2017-11-17 17:13:00,0:00:00,9:00:00,8:44:00,-0:29:00,(LAT),,,,0,2018-01-01
1234567890,1234567890,2017-11-18,16080001,FALSE,FALSE,,,,,,,,,,,DO,,,0,2018-01-01
1234567890,1234567890,2017-11-19,16080001,FALSE,FALSE,,,,,,,,,,,DO,,,0,2018-01-01
1234567890,1234567890,2017-11-20,16080001,TRUE,FALSE,2017-11-20 8:00:00,2017-11-20 8:37:00,-0:37:00,2017-11-20 17:00:00,2017-11-20 16:31:00,-0:28:00,9:00:00,7:54:00,-1:05:00,(LAT)(EAO),,,,0,2018-01-01
1234567890,1234567890,2017-11-21,16080001,TRUE,FALSE,2017-11-21 8:00:00,2017-11-21 14:21:00,-6:21:00,2017-11-21 17:00:00,2017-11-21 17:27:00,0:00:00,9:00:00,3:06:00,-6:21:00,(LAT),,,,0,2018-01-01
1234567890,1234567890,2017-11-22,16080001,TRUE,FALSE,2017-11-22 8:00:00,2017-11-22 14:29:00,-6:29:00,2017-11-22 17:00:00,2017-11-22 15:55:00,-1:04:00,9:00:00,1:26:00,-7:34:00,(LAT)(EAO),,,,0,2018-01-01
1234567890,1234567890,2017-11-23,16080001,TRUE,FALSE,2017-11-23 8:00:00,2017-11-23 11:07:00,-3:07:00,2017-11-23 17:00:00,2017-11-23 15:11:00,-1:48:00,9:00:00,4:04:00,-4:55:00,(LAT)(EAO),,,,0,2018-01-01
1234567890,1234567890,2017-11-24,16080001,TRUE,FALSE,2017-11-24 8:00:00,2017-11-24 13:01:00,-5:01:00,2017-11-24 17:00:00,2017-11-24 15:28:00,-1:31:00,9:00:00,2:27:00,-6:32:00,(LAT)(EAO),,,,0,2018-01-01
1234567890,1234567890,2017-11-25,16080001,FALSE,FALSE,,,,,,,,,,,DO,,,0,2018-01-01
1234567890,1234567890,2017-11-26,16080001,FALSE,FALSE,,,,,,,,,,,DO,,,0,2018-01-01
1234567890,1234567890,2017-11-27,16080001,TRUE,FALSE,2017-11-27 8:00:00,2017-11-27 13:23:00,-5:23:00,2017-11-27 17:00:00,2017-11-27 16:38:00,-0:21:00,9:00:00,3:15:00,-5:45:00,(LAT)(EAO),,,,0,2018-01-01
1234567890,1234567890,2017-11-28,16080001,TRUE,FALSE,2017-11-28 8:00:00,2017-11-28 11:23:00,-3:23:00,2017-11-28 17:00:00,2017-11-28 15:20:00,-1:40:00,9:00:00,3:57:00,-5:03:00,(LAT)(EAO),,,,0,2018-01-01
1234567890,1234567890,2017-11-29,16080001,TRUE,FALSE,2017-11-29 8:00:00,2017-11-29 7:43:00,0:00:00,2017-11-29 17:00:00,2017-11-29 18:01:00,0:00:00,9:00:00,10:18:00,0:00:00,(ONT),,,,0,2018-01-01
